att1,att2,att3,att4,att5,att6,class
1.0,0.0,0.0,134.8208614,1.2491434,1623.20696993,1
1.0,0.0,0.0,130.5788614,1.26868603,1596.78807182,1
1.0,0.0,0.0,128.8588614,1.27018625,1632.6415452,1
1.0,0.0,0.0,136.8228614,1.26906209,1799.85520063,1
1.0,0.0,0.0,135.8628614,1.3408642,1733.27095901,1
1.0,0.0,0.0,130.9588614,1.34896079,1755.42212782,1
1.0,0.0,0.0,131.3728614,1.35867086,1638.35652561,1
1.0,0.0,0.0,126.8828614,1.22768958,1707.51830767,1
1.0,0.0,0.0,136.5988614,1.32717551,1711.67069672,1
1.0,0.0,0.0,131.4878614,1.36723077,1914.10705382,1
1.0,0.0,0.0,132.6128614,1.27416914,1740.20785429,1
1.0,0.0,0.0,127.8168614,1.46108193,1782.53740446,1
0.0,2.0,0.0,231.2768614,2.38707988,15215.96441229,1
0.0,3.0,1.0,141.2228614,1.40411324,4416.10374745,2
0.0,3.0,1.0,146.5568614,1.53227083,5572.13145515,2
0.0,3.0,1.0,145.4648614,1.36631204,3670.64713079,2
0.0,3.0,1.0,143.3808614,1.3768317,3845.84627496,2
0.0,3.0,1.0,133.3328614,1.48329243,4427.26499755,2
0.0,2.0,0.0,127.2788614,1.24777472,2630.60422766,2
0.0,2.0,0.0,141.5288614,1.42135178,4289.40047012,2
0.0,2.0,0.0,130.1398614,1.16854874,1942.05881701,2
0.0,2.0,0.0,133.9948614,1.30187541,2844.4443216,2
0.0,3.0,1.0,139.5848614,1.3147318,4147.56779881,2
0.0,3.0,1.0,136.5838614,1.35129193,3403.98358806,2
0.0,2.0,0.0,135.3008614,1.29177986,2295.14781372,2
0.0,2.0,0.0,148.7568614,1.6758622,4918.62804732,2
0.0,2.0,0.0,142.7118614,1.34119752,3359.63555896,2
0.0,3.0,1.0,135.1368614,1.42565971,4134.95839619,2
0.0,2.0,0.0,138.6268614,1.59119714,4811.32429577,2
0.0,3.0,1.0,135.6898614,1.33264812,3541.00237404,2
0.0,2.0,0.0,136.0948614,1.28833947,3050.00353178,2
0.0,3.0,1.0,145.2668614,1.46074448,4527.25694619,2
0.0,3.0,1.0,156.0348614,1.52600179,5673.81668038,2
0.0,2.0,0.0,133.3818614,1.29057242,2397.64851349,2
0.0,3.0,1.0,152.2468614,1.53680194,5779.45677507,2
0.0,2.0,0.0,139.0568614,1.36159656,3739.70629159,2
0.0,2.0,0.0,136.8228614,1.27389137,2779.17503715,2
0.0,2.0,0.0,131.3978614,1.24317562,2260.1935189,2
0.0,2.0,0.0,133.3158614,1.26488417,2606.86495061,2
0.0,2.0,0.0,157.8868614,1.75644912,6514.90724855,3
0.0,2.0,0.0,187.7508614,2.05848644,10846.70049089,3
0.0,2.0,0.0,189.3728614,1.88636455,10142.29188734,3
0.0,3.0,0.0,185.2868614,1.94657912,9900.6754659,3
0.0,2.0,0.0,175.6928614,1.96526277,9308.35526687,3
0.0,2.0,0.0,198.7168614,2.27341121,11386.31053212,3
0.0,2.0,0.0,201.3308614,2.28460531,11864.60492744,3
0.0,2.0,0.0,206.5908614,2.08402439,12109.13058773,3
0.0,2.0,0.0,203.1668614,1.95889455,11654.64409783,3
0.0,2.0,0.0,200.1988614,2.31719962,11504.64746146,3
0.0,2.0,0.0,208.7168614,2.1041259,12055.42032162,3
0.0,2.0,0.0,194.0128614,1.89970665,10621.09754191,3
0.0,2.0,0.0,190.2988614,1.98551224,11316.46608379,3
0.0,2.0,0.0,177.4208614,1.91931075,9347.62362458,3
0.0,3.0,1.0,189.3728614,2.1594199,10842.55385503,3
0.0,2.0,0.0,193.1028614,2.02728673,10775.34359756,3
0.0,2.0,0.0,137.7428614,1.52525276,3801.70695583,4
0.0,3.0,1.0,200.7348614,2.17311637,12567.86955747,4
0.0,4.0,2.0,197.9648614,2.05707172,12499.4174839,4
0.0,3.0,1.0,184.2368614,1.85261096,9926.68498876,4
0.0,3.0,1.0,192.8458614,2.04018989,11367.29873417,4
0.0,3.0,1.0,202.7868614,2.06960851,12568.45198018,4
0.0,3.0,1.0,179.0268614,1.84902955,8527.50697573,4
0.0,4.0,2.0,184.6248614,1.75169753,9678.07913142,4
0.0,3.0,1.0,172.9328614,2.00329658,10281.39819964,4
0.0,3.0,1.0,175.3628614,1.82967521,9222.73646886,4
0.0,3.0,1.0,157.6728614,1.77207355,7814.6743457,4
0.0,4.0,2.0,172.2208614,1.82071021,8677.42930966,4
0.0,2.0,0.0,151.3868614,1.63169119,5850.60558915,4
0.0,3.0,1.0,206.7148614,2.06555902,12370.02333145,4
0.0,3.0,1.0,160.7668614,1.79830372,8207.87130629,4
0.0,3.0,1.0,183.6748614,1.95003514,10405.73153312,4
