att1,att2,att3,att4,att5,att6,class
1.0,0.0,0.0,138.4428614,1.3799056,1918.75047185,1
1.0,0.0,0.0,127.7588614,1.3621881,1549.72096683,1
1.0,0.0,0.0,128.4698614,1.30433057,1668.80498477,1
1.0,0.0,0.0,125.1368614,1.2985483,1622.16847509,1
1.0,0.0,0.0,127.7668614,1.23262291,1604.78016155,1
1.0,0.0,0.0,133.3068614,1.30765993,1829.5297413,1
1.0,0.0,0.0,128.9738614,1.31114707,1752.9112564,1
1.0,0.0,0.0,132.2158614,1.26304954,1757.95620714,1
1.0,0.0,0.0,131.8028614,1.30882969,1766.95970468,1
1.0,0.0,0.0,130.5788614,1.21708303,1620.64338372,1
1.0,0.0,0.0,131.7948614,1.22374997,1713.43175073,1
1.0,0.0,0.0,129.0988614,1.27645432,1664.23939077,1
1.0,0.0,0.0,131.6208614,1.27805214,1881.47056666,1
1.0,0.0,0.0,126.8828614,1.22624778,1606.82530049,1
1.0,0.0,0.0,129.0488614,1.33914322,1605.035208,1
1.0,0.0,0.0,128.1468614,1.2124174,1726.83576108,1
1.0,0.0,0.0,135.0438614,1.38734426,1924.8104898,1
1.0,0.0,0.0,128.3548614,1.2002914,1496.38341174,1
0.0,3.0,1.0,146.3828614,1.38184576,2991.35625462,2
0.0,2.0,0.0,138.5348614,1.29265028,3228.25438036,2
0.0,2.0,0.0,129.2888614,1.25764533,2621.69057036,2
0.0,4.0,2.0,136.1858614,1.47432151,3943.68101262,2
0.0,2.0,0.0,144.1498614,1.28783943,2574.88044094,2
0.0,2.0,0.0,146.2338614,1.37582492,3239.99124598,2
0.0,2.0,0.0,137.1708614,1.29127507,3030.35971675,2
0.0,3.0,1.0,130.8188614,1.31881705,3223.86944887,2
0.0,2.0,0.0,132.4728614,1.38407053,3238.83728661,2
0.0,3.0,1.0,137.5998614,1.36894197,4152.13061797,2
0.0,2.0,0.0,139.9488614,1.35331737,3198.09789126,2
0.0,2.0,0.0,129.0248614,1.41036446,3052.1546463,2
0.0,2.0,0.0,134.5978614,1.32594742,3491.2016949,2
0.0,3.0,5.0,150.5438614,1.60169735,4951.45640119,2
0.0,3.0,1.0,139.6768614,1.54786127,3766.46983199,2
0.0,2.0,0.0,130.3638614,1.28267425,2429.44892304,2
0.0,3.0,1.0,131.7448614,1.3123255,3355.98476171,2
0.0,2.0,0.0,127.5528614,1.2818056,2914.5351922,2
0.0,2.0,0.0,129.0588614,1.39103357,2890.50910769,2
0.0,2.0,0.0,130.3478614,1.23602525,2389.43574315,2
0.0,2.0,0.0,160.7908614,1.72801226,6309.70808601,2
0.0,3.0,1.0,135.0608614,1.30375398,3247.02074838,2
0.0,2.0,0.0,132.8698614,1.27221844,3383.75103869,2
0.0,2.0,0.0,166.2148614,1.92223481,7927.74289127,3
0.0,2.0,0.0,197.8748614,2.05335232,10906.43063975,3
0.0,2.0,0.0,193.2608614,2.02614114,11076.60102182,3
0.0,2.0,0.0,187.0148614,1.95258414,10192.86876434,3
0.0,2.0,0.0,190.5648614,2.12328786,11295.04035158,3
0.0,2.0,0.0,162.4038614,1.61671567,6738.52857654,3
0.0,2.0,0.0,175.8008614,1.84181949,9071.29640166,3
0.0,2.0,0.0,183.3848614,2.0626865,10864.25364229,3
0.0,2.0,0.0,178.3308614,1.89464137,9203.61953611,3
0.0,2.0,0.0,194.1528614,1.96232138,11270.59677389,3
0.0,2.0,0.0,189.0988614,1.98250686,10099.49577569,3
