att1,att2,att3,att4,att5,att6,class
1.0,0.0,0.0,128.6848614,1.31939425,1624.01155591,1
1.0,0.0,0.0,141.0728614,1.3362162,2180.62914883,1
1.0,0.0,0.0,131.3228614,1.2625071,1662.38695428,1
1.0,0.0,0.0,122.4488614,1.21294021,1618.52700454,1
1.0,0.0,0.0,125.6008614,1.16434637,1497.75330166,1
1.0,0.0,0.0,125.1868614,1.19658827,1607.21226749,1
1.0,0.0,0.0,134.3908614,1.279433,1651.89169277,1
1.0,0.0,0.0,134.8208614,1.36792542,1872.54454929,1
1.0,0.0,0.0,136.9128614,1.41217499,2092.47254395,1
1.0,0.0,0.0,139.6668614,1.46325305,2154.43740639,1
1.0,0.0,0.0,131.5368614,1.35581875,1831.15225005,1
1.0,0.0,0.0,129.4038614,1.31042281,1731.03157899,1
1.0,0.0,0.0,132.5388614,1.27419744,1658.77694682,1
1.0,0.0,0.0,135.4328614,1.26648026,1795.47144615,1
1.0,0.0,0.0,128.2708614,1.23604041,1795.0135708,1
1.0,0.0,0.0,130.0898614,1.33291948,1734.78387127,1
1.0,0.0,0.0,126.3948614,1.26536039,1803.28720088,1
0.0,2.0,0.0,218.3008614,2.22940129,9370.6707355,1
1.0,0.0,0.0,126.1868614,1.20892583,1580.81257289,1
1.0,0.0,0.0,136.0868614,1.4954385,1717.3390675,1
1.0,0.0,0.0,127.8738614,1.23006376,1640.15550661,1
1.0,0.0,0.0,126.9398614,1.29046944,1732.98339977,1
1.0,0.0,0.0,130.0828614,1.29738883,1680.51265899,1
0.0,2.0,0.0,130.5788614,1.23334767,2197.13019726,2
0.0,2.0,0.0,130.5128614,1.32165322,2872.47140957,2
0.0,2.0,0.0,140.1728614,1.40952129,3187.61196296,2
0.0,3.0,1.0,128.7768614,1.33813263,3486.8929624,2
0.0,2.0,0.0,145.4488614,1.3534669,3350.71320324,2
0.0,3.0,1.0,142.4968614,1.60662012,5119.36136764,2
0.0,2.0,0.0,140.1888614,1.36367406,2842.99247777,2
0.0,3.0,1.0,132.6048614,1.26676563,3294.54294855,2
