att1,att2,att3,att4,att5,att6,class
1.0,0.0,0.0,126.7248614,1.30274497,1609.33482208,1
1.0,0.0,0.0,139.5428614,1.37466149,1871.05593439,1
1.0,0.0,0.0,134.2588614,1.27744906,1655.18687555,1
1.0,0.0,0.0,133.2328614,1.3696479,1747.26385688,1
1.0,0.0,0.0,128.1228614,1.23895895,1508.24928604,1
1.0,0.0,0.0,134.7468614,1.32258533,1753.23620453,1
1.0,0.0,0.0,129.1648614,1.26397632,1537.42377086,1
1.0,0.0,0.0,132.5968614,1.31671428,1694.23106131,1
1.0,0.0,0.0,131.9348614,1.35630432,1623.23803519,1
1.0,0.0,0.0,139.9728614,1.31327203,1997.27362228,1
1.0,0.0,0.0,134.2668614,1.27103474,1794.42567007,1
1.0,0.0,0.0,133.3828614,1.27273909,1567.08442613,1
1.0,0.0,0.0,130.9588614,1.27922499,1750.99078626,1
1.0,0.0,0.0,127.4368614,1.19367608,1628.76427815,1
1.0,0.0,0.0,135.1768614,1.28618366,1671.00103309,1
1.0,0.0,0.0,131.4888614,1.24124726,1614.93422469,1
0.0,2.0,0.0,130.0848614,1.57623942,3396.47398541,2
0.0,2.0,0.0,145.6468614,1.40347858,4165.47266071,2
0.0,2.0,0.0,128.5368614,1.54752113,3634.41399807,2
0.0,2.0,0.0,137.6088614,1.35149516,3213.77768404,2
0.0,2.0,0.0,132.4068614,1.28113854,2728.17282462,2
0.0,3.0,1.0,135.1608614,1.29564813,2982.1280079,2
0.0,2.0,0.0,130.0678614,1.47237782,3410.53577225,2
0.0,2.0,0.0,136.4998614,1.29144644,2286.76942084,2
0.0,3.0,1.0,135.2028614,1.35353877,3880.47779932,2
0.0,2.0,0.0,137.6828614,1.49604619,4395.57414886,2
1.0,2.0,2.0,124.0048614,1.38167139,2819.71004244,2
0.0,2.0,0.0,133.7958614,1.32208368,2805.48196029,2
0.0,2.0,0.0,130.0408614,1.29293581,2827.82429501,2
0.0,3.0,1.0,142.2728614,1.38394597,4014.58412482,2
0.0,2.0,0.0,180.0848614,2.06535441,10383.51603486,3
0.0,2.0,0.0,197.7348614,2.16143011,11864.41965647,3
0.0,2.0,0.0,184.7248614,1.74672853,9651.52975628,3
0.0,2.0,0.0,188.5208614,1.94318243,10355.37655484,3
0.0,2.0,0.0,195.8808614,2.03957201,10007.79328017,3
0.0,2.0,0.0,195.2368614,2.12774454,11077.5456872,3
0.0,2.0,0.0,144.6308614,1.52688713,4735.33278623,3
0.0,2.0,0.0,176.2728614,1.64029804,8604.06558128,3
0.0,2.0,0.0,200.7688614,2.06667152,11587.0857938,3
0.0,2.0,0.0,206.4008614,2.04960327,12174.21356194,3
0.0,2.0,0.0,181.3928614,2.00859747,9965.91574295,3
0.0,2.0,0.0,192.4988614,1.99084187,10969.88458587,3
0.0,2.0,0.0,199.5528614,2.04870559,11627.20122893,3
0.0,3.0,1.0,203.7708614,2.02599892,12442.1427904,3
0.0,2.0,0.0,182.7228614,1.91302059,9699.20634888,3
0.0,2.0,0.0,205.1188614,2.02685117,11509.95509014,3
0.0,3.0,1.0,178.2488614,1.71364263,8632.91992634,3
0.0,4.0,2.0,183.2948614,2.00509307,10691.51628673,4
0.0,2.0,0.0,155.8868614,1.75200083,6437.85793371,4
0.0,3.0,1.0,178.8688614,1.84863714,8202.66822567,4
0.0,2.0,0.0,192.6308614,1.87939383,11076.0264965,4
0.0,4.0,2.0,187.3468614,2.00614239,11269.23977157,4
0.0,3.0,1.0,158.0788614,1.75314052,6033.5952792,4
0.0,2.0,0.0,157.5568614,1.60905215,5877.71690528,4
0.0,4.0,2.0,203.1428614,2.02732438,13242.81512548,4
