V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,Class
3.932,3.2512,0,0,0,0,0,26.7,2,4,0,0.0,3.279,2.585,9.11,0,1.0090000000000001,1.1520000000000001,0,0,0,1.092,0,0,0,0,1.942,-0.008,0,0.0,4.891,0,0,0,1,3.076,2.417,0,7.601,0,0,2
3.0,2.7098,0,0,0,0,0,20.0,0,2,0,0.0,2.1,0.9179999999999999,6.593999999999999,0,1.1079999999999999,1.167,0,0,0,1.024,0,0,0,0,1.4140000000000001,1.073,0,8.361,1.3330000000000002,0,0,0,1,3.0460000000000003,5.0,0,6.69,0,0,2
4.2139999999999995,2.6272,0,0,0,0,0,30.0,3,0,0,0.0,2.523,1.459,8.755,0,0.9590000000000001,1.145,0,0,0,1.213,0,0,0,0,1.902,-0.18100000000000002,0,0.0,2.052,0,0,0,0,2.998,1.722,0,6.77,0,0,2
4.17,2.8042,0,0,0,0,0,23.1,2,2,0,0.0,2.449,0.971,8.597000000000001,1,1.015,1.16,0,0,0,1.044,0,0,0,0,1.848,0.391,0,0.0,1.5419999999999998,0,0,0,2,3.0469999999999997,3.367,0,6.782,0,0,2
3.4139999999999997,2.6294,0,0,0,0,0,37.5,1,1,0,0.0,2.333,1.0,7.4079999999999995,1,1.012,1.13,0,0,0,1.215,0,0,0,0,1.618,-0.66,0,0.0,1.7069999999999999,0,0,0,1,3.188,3.5,0,7.035,0,0,2
4.562,3.3225,0,0,0,0,0,31.3,3,1,0,0.259,2.634,0.9179999999999999,9.184,2,0.9840000000000001,1.143,0,0,0,1.206,0,0,0,0,2.0,-0.218,0,10.144,1.521,0,0,0,0,3.375,2.667,0,7.403,0,0,2
4.372,3.3652,0,0,0,0,0,33.3,1,2,0,-0.177,3.139,2.246,9.253,3,0.993,1.139,0,0,0,1.186,0,0,0,0,2.024,-0.025,0,10.624,3.412,0,0,0,0,3.3939999999999997,2.517,0,7.787999999999999,0,0,2
4.3469999999999995,3.1269,0,0,0,0,0,33.3,1,2,0,-0.076,3.8089999999999997,3.3089999999999997,9.933,3,0.975,1.138,0,0,0,1.202,0,0,0,0,2.019,0.0,0,10.914000000000001,8.395,0,0,0,0,3.358,1.96,0,8.298,0,0,2
4.17,3.6206,0,0,0,0,0,28.6,0,3,0,-1.426,2.612,0.971,8.597000000000001,0,1.124,1.149,0,0,0,1.095,0,0,0,0,1.848,0.48100000000000004,0,17.905,1.5419999999999998,0,0,0,1,3.427,4.7330000000000005,0,7.521,0,0,2
4.2139999999999995,3.3376,0,0,0,0,0,33.3,0,2,1,-1.072,2.7739999999999996,1.459,8.755,2,1.071,1.148,0,0,0,1.187,0,0,0,0,1.902,-0.27699999999999997,0,9.377,2.052,0,0,1,1,3.423,4.111000000000001,1,7.746,0,0,2
5.175,3.9016,0,0,0,1,0,29.6,3,3,0,-0.239,3.227,1.859,10.165,3,1.002,1.146,0,0,0,1.146,0,0,0,0,2.175,0.013999999999999999,0,10.355,3.341,0,0,0,0,3.389,2.5380000000000003,0,7.979,0,0,2
4.543,2.7023,0,0,0,0,1,42.9,1,2,0,-0.242,3.3089999999999997,1.705,9.722000000000001,3,1.003,1.119,0,0,0,1.2409999999999999,1,0,0,0,2.166,-0.008,0,10.395,2.905,0,0,0,0,3.573,2.485,0,8.245,0,0,2
4.863,3.3599,0,0,0,0,3,42.1,0,3,0,0.0,3.335,1.273,9.967,6,1.0270000000000001,1.12,0,0,0,1.216,1,0,0,0,2.283,-0.008,0,10.249,1.568,0,2,0,1,3.7430000000000003,2.864,0,8.33,0,0,2
4.923,3.2457,0,0,0,0,2,44.4,1,2,0,-0.863,3.239,1.185,9.911,4,1.011,1.1159999999999999,0,0,0,1.248,1,0,0,0,2.267,0.013999999999999999,0,10.422,1.5630000000000002,0,0,0,1,3.73,2.8,0,8.28,0,0,2
4.793,2.1244,0,0,0,0,2,50.0,0,2,0,-0.28800000000000003,3.699,0.5,10.238999999999999,7,0.998,1.104,0,0,0,1.28,2,0,0,0,2.247,0.0,0,11.595999999999998,3.928,0,0,0,0,3.681,2.313,0,8.7,1,0,2
5.331,2.1747,1,0,0,0,3,47.4,0,4,0,0.0,4.133,0.39299999999999996,10.867,15,1.0090000000000001,1.102,0,0,0,1.3,3,0,0,0,2.37,0.0,0,13.055,2.694,0,3,0,0,4.44,2.318,0,9.576,0,0,2
4.732,2.9426,0,0,0,0,0,40.0,0,2,0,0.41700000000000004,2.767,0.9590000000000001,9.464,1,1.042,1.125,0,0,0,1.208,1,0,0,0,2.2359999999999998,0.145,0,9.827,1.138,0,0,0,0,3.603,3.056,0,7.829,0,0,2
3.0,1.8205,0,0,0,0,0,22.2,2,1,0,0.0,1.926,0.9179999999999999,6.593999999999999,0,0.998,1.162,0,0,0,1.06,0,0,0,0,1.4140000000000001,0.826,0,0.0,1.3330000000000002,0,0,0,1,2.6510000000000002,3.167,0,5.86,0,0,2
4.0,2.5101,0,0,0,0,0,25.0,2,1,0,0.0,2.199,0.8109999999999999,8.318,0,0.988,1.156,0,0,0,1.1179999999999999,0,0,0,0,1.732,-0.552,0,0.0,1.0,0,0,0,1,2.97,2.833,0,6.539,0,0,2
3.7319999999999998,2.477,0,0,0,0,0,25.0,2,2,0,0.0,2.597,1.585,8.16,2,1.005,1.156,0,0,0,1.069,0,0,0,0,1.8019999999999998,-0.22899999999999998,0,0.0,2.488,0,0,0,2,2.897,3.0,0,6.732,0,0,2
4.235,3.3919,0,0,0,0,0,28.6,2,3,0,-0.255,3.0389999999999997,1.975,9.118,1,1.014,1.149,0,0,0,1.124,0,0,0,0,1.962,0.048,0,10.129,3.449,0,0,0,0,3.35,2.685,0,7.6770000000000005,0,0,2
4.9719999999999995,3.3935,0,0,0,0,2,42.9,1,4,0,-1.6480000000000001,3.513,1.508,10.173,8,1.04,1.119,0,0,0,1.2109999999999999,1,0,0,0,2.307,-0.002,0,21.185,2.228,0,1,0,1,3.761,3.09,0,8.567,0,0,2
